producto,old_price,current_price,url,stock
Founders of Teotihuacan,,$33.55,https://gamersguildaz.com/products/founders-of-teotihuacan,Sí
Four Gardens,$40.00,$27.96,https://gamersguildaz.com/products/four-gardens,Sí
Four Humours,$39.00,$33.15,https://gamersguildaz.com/products/four-humours,Sí
Four Taverns,$29.99,$25.50,https://gamersguildaz.com/products/four-taverns,Sí
Fox in The Forest,,$15.96,https://gamersguildaz.com/products/the-fox-in-the-forest,Sí
Foxy (Pre-Order),$24.95,$21.21,https://gamersguildaz.com/products/foxy-pre-order,Sí
Frag (Pre-Order),$24.95,$21.21,https://gamersguildaz.com/products/frag,Sí
Fragments,$22.00,$17.96,https://gamersguildaz.com/products/fragments,Sí
Francis Drake,,$66.92,https://gamersguildaz.com/products/francis-drake,Sí
Freaky Frogs From Outaspace,$24.95,$21.21,https://gamersguildaz.com/products/freaky-frogs-from-outaspace,Sí
Free Ride,$59.95,$38.80,https://gamersguildaz.com/products/free-ride,Sí
Freedom! Insurgents vs Empire,$75.00,$63.75,https://gamersguildaz.com/products/freedom-insurgents-vs-empire,Sí
Freelancers: A Crossroads Game,$59.95,$50.99,https://gamersguildaz.com/products/freelancers-a-crossroads-game,Sí
French Quarter,$29.99,$25.49,https://gamersguildaz.com/products/french-quarter,Sí
Frenemy Pastry Party,$24.95,$21.21,https://gamersguildaz.com/products/frenemy-pastry-party,Sí
Frontier Wars Expansion France/Japan,$29.99,$23.99,https://gamersguildaz.com/products/frontier-wars-expansion-france-and-japan,Sí
Frost Punk: The Board Game - Timber City Expansion,$79.99,$63.99,https://gamersguildaz.com/products/frost-punk-the-board-game-timber-city-expansion,Sí
Frosthaven,$250.00,$212.50,https://gamersguildaz.com/products/frosthaven,Sí
Frosthaven: Folded Space Game Insert,$49.99,$42.49,https://gamersguildaz.com/products/frosthaven-folded-space-game-insert,Sí
Frosthaven: Laserox Wooden Game Insert,$99.99,$84.99,https://gamersguildaz.com/products/frosthaven-laserox-wooden-game-insert,Sí
Frosthaven: Map Archive,$24.99,$21.25,https://gamersguildaz.com/products/frosthaven-map-archive,Sí
Frosthaven: Removable Sticker Set,$20.00,$17.00,https://gamersguildaz.com/products/frosthaven-removable-sticker-set,Sí
Frosthaven: Solo Scenarios Expansion,$14.99,$12.74,https://gamersguildaz.com/products/frosthaven-solo-scenarios-expansion-pre-order,Sí
Frostpunk: The Board Game - Dreadnought Expansion,$45.99,$34.96,https://gamersguildaz.com/products/frostpunk-the-board-game-dreadnought-expansion,Sí
Frostpunk: The Board Game - Frostlander Expansion,$24.99,$17.96,https://gamersguildaz.com/products/frostpunk-the-board-game-frostlander-expansion,Sí
Frostpunk: The Board Game - Miniatures Expansion,$90.00,$76.50,https://gamersguildaz.com/products/frost-punk-the-board-game-miniatures-expansion,Sí
Frostpunk: The Board Game - Playing Mat,$45.00,$36.76,https://gamersguildaz.com/products/frostpunk-the-board-game-playing-mat,Sí
Frostpunk: The Board Game - Resources Expansion,$56.99,$44.90,https://gamersguildaz.com/products/frost-punk-the-board-game-resources-expansion,Sí
FTW: For The Win,$14.95,$12.70,https://gamersguildaz.com/products/ftw-for-the-win,Sí
Fuji Koro,$90.00,$54.90,https://gamersguildaz.com/products/fuji-koro,Sí
Funfair,$39.99,$33.99,https://gamersguildaz.com/products/funfair,Sí
Furnace,$40.00,$32.07,https://gamersguildaz.com/products/furnace,Sí
Furnace: Interbellum,$32.99,$28.04,https://gamersguildaz.com/products/furnace-interbellum,Sí
FUSE,$30.00,$25.50,https://gamersguildaz.com/products/fuse,Sí
FUSE Countdown,$35.00,$29.75,https://gamersguildaz.com/products/fuse-countdown,Sí
G.I. JOE Deck-Building Game,$45.00,$38.25,https://gamersguildaz.com/products/gi-joe-deck-building-game,Sí
"G.I. JOE Deck-Building Game New Alliances
- A Transformers Crossover Expansion",$35.00,$29.75,https://gamersguildaz.com/products/gi-joe-deck-building-game-new-alliances-a-transformers-crossover-expansion,Sí
G.I. JOE Deck-Building Game Shadow of the Serpent Expansion,$30.00,$25.50,https://gamersguildaz.com/products/g-i-joe-deck-building-game-shadow-of-the-serpent-expansion,Sí
G.I. JOE Deck-Building Game: Silent Interlude Expansion (Pre-Order),$30.00,$25.50,https://gamersguildaz.com/products/g-i-joe-deck-building-game-silent-interlude-expansion-pre-order,Sí
G.I. JOE Mission Critical,$120.00,$102.00,https://gamersguildaz.com/products/gi-joe-mission-critical,Sí
G.I. JOE Mission Critical Chaos Break Expansion,$45.00,$38.25,https://gamersguildaz.com/products/gi-joe-mission-critical-chaos-break-expansion,Sí
G.I. JOE Mission Critical Heavy Firepower Expansion,$45.00,$38.25,https://gamersguildaz.com/products/gi-joe-mission-critical-heavy-firepower-expansion,Sí
G.I. JOE Mission Critical Midnight Storm Expansion,$60.00,$51.00,https://gamersguildaz.com/products/g-i-joe-mission-critical-midnight-storm-expansion,Sí
G.I. JOE Mission Critical Retro Snake Eyes,,$15.00,https://gamersguildaz.com/products/gi-joe-mission-critical-retro-snake-eyes,Sí
G.I. JOE Mission Critical Sgt Slaughter Figure Pack,$22.00,$18.70,https://gamersguildaz.com/products/gi-joe-mission-critical-sgt-slaughter-figure-pack,Sí
G.I. JOE Mission Critical Vanguard Strike Expansion,$45.00,$38.25,https://gamersguildaz.com/products/g-i-joe-mission-critical-vanguard-strike-expansion,Sí
G.I. JOE Mission Critical Vehicle Pack #1,$5.00,$4.25,https://gamersguildaz.com/products/gi-joe-mission-critical-vehicle-pack-1,Sí
G.I. JOE Mission Critical Vehicle Pack #2,$5.00,$4.25,https://gamersguildaz.com/products/g-i-joe-mission-critical-vehicle-pack-2,Sí
G.I. JOE Mission Critical: Cobra Ascendant (Pre-Order),$45.00,$38.25,https://gamersguildaz.com/products/g-i-joe-mission-critical-cobra-ascendant-pre-order,Sí
Galaxy Rush,$29.95,$25.46,https://gamersguildaz.com/products/galaxy-rush,Sí
Galaxy Trucker: Keep On Trucking,,$29.95,https://gamersguildaz.com/products/galaxy-trucker-keep-on-trucking,Sí
Galileo Project,,$59.99,https://gamersguildaz.com/products/galileo-project,Sí
Gamegenic: Sleeves - 7 Wonders Matte,,$4.28,https://gamersguildaz.com/products/matte-sleeves-7-wonders,Sí
Gamegenic: Sleeves - 7 Wonders Prime,,$3.80,https://gamersguildaz.com/products/prime-sleeves-7-wonders,Sí
Gamegenic: Sleeves - Big Square Matte,,$3.80,https://gamersguildaz.com/products/matte-sleeves-big-square,Sí
Gamegenic: Sleeves - Big Square Prime,,$2.92,https://gamersguildaz.com/products/prime-sleeves-big-square,Sí
Gamegenic: Sleeves - Catan Matte,,$3.80,https://gamersguildaz.com/products/matte-sleeves-catan,Sí
Gamegenic: Sleeves - Catan Prime,,$3.32,https://gamersguildaz.com/products/prime-sleeves-catan,Sí
Gamegenic: Sleeves - Dixit Matte,$5.99,$5.72,https://gamersguildaz.com/products/matte-sleeves-dixit-mysterium,Sí
Gamegenic: Sleeves - Dixit Prime,,$5.24,https://gamersguildaz.com/products/prime-sleeves-dixit-81-x-122-mm,Sí
Gamegenic: Sleeves - Marvel Champions Blue,$7.99,$7.64,https://gamersguildaz.com/products/marvel-champions-art-sleeves-marvel-blue,Sí
Gamegenic: Sleeves - Marvel Champions Orange,$7.99,$7.64,https://gamersguildaz.com/products/marvel-champions-art-sleeves-marvel-orange,Sí
Gamegenic: Sleeves - Marvel Champions Purple,$7.99,$7.64,https://gamersguildaz.com/products/marvel-champions-art-sleeves-marvel-purple,Sí
Gamegenic: Sleeves - Mini American Matte,,$3.80,https://gamersguildaz.com/products/matte-sleeves-mini-american,Sí
Gamegenic: Sleeves - Mini American Prime,,$3.32,https://gamersguildaz.com/products/prime-sleeves-mini-american,Sí
Gamegenic: Sleeves - Mini European Matte,,$9.96,https://gamersguildaz.com/products/matte-sleeves-mini-european,Sí
Gamegenic: Sleeves - Mini European Prime,,$3.32,https://gamersguildaz.com/products/prime-sleeves-mini-european,Sí
Gamegenic: Sleeves - Mini Square Matte,$2.99,$2.84,https://gamersguildaz.com/products/matte-sleeves-mini-square,Sí
Gamegenic: Sleeves - Mini Square Prime,$2.49,$2.36,https://gamersguildaz.com/products/prime-sleeves-mini-square,Sí
Gamegenic: Sleeves - Scythe Matte,$4.49,$4.28,https://gamersguildaz.com/products/matte-sleeves-scythe-and-or-lost-cities,Sí
Gamegenic: Sleeves - Scythe Prime,,$3.80,https://gamersguildaz.com/products/prime-sleeves-scythe-and-or-lost-cities,Sí
Gamegenic: Sleeves - Square Matte,,$4.03,https://gamersguildaz.com/products/matte-sleeves-square,Sí
Gamegenic: Sleeves - Square Prime,$3.49,$2.92,https://gamersguildaz.com/products/prime-sleeves-square,Sí
Gamegenic: Sleeves - Standard American Matte,$3.99,$3.18,https://gamersguildaz.com/products/matte-sleeves-standard-american,Sí
Gamegenic: Sleeves - Standard American Prime,$3.49,$2.77,https://gamersguildaz.com/products/prime-sleeves-standard-american,Sí
Gamegenic: Sleeves - Standard Card Game Matte,$3.99,$3.80,https://gamersguildaz.com/products/matte-sleeves-standard-card-game,Sí
Gamegenic: Sleeves - Standard European Matte,,$3.18,https://gamersguildaz.com/products/matte-sleeves-standard-european,Sí
Gamegenic: Sleeves - Standard European Prime,,$3.46,https://gamersguildaz.com/products/prime-sleeves-standard-european,Sí
Gamegenic: Sleeves - Tarot Matte,,$7.27,https://gamersguildaz.com/products/matte-sleeves-4251715402955,Sí
Gamegenic: Sleeves - Tarot Prime,,$3.80,https://gamersguildaz.com/products/prime-sleeves-7-wonders-1,Sí
Gangster's Dilemma,$29.99,$25.49,https://gamersguildaz.com/products/gangsters-dilemma,Sí
Gap,$14.99,$12.74,https://gamersguildaz.com/products/gap,Sí
Garden Nation,,$59.99,https://gamersguildaz.com/products/garden-nation,Sí
Gardeners,$24.99,$21.24,https://gamersguildaz.com/products/gardeners,Sí
Gartenbau,$49.99,$42.49,https://gamersguildaz.com/products/gartenbau,Sí
Gates of Delirium,$45.00,$38.25,https://gamersguildaz.com/products/gates-of-delirium,Sí
Gears of War: The Card Game,$34.95,$29.71,https://gamersguildaz.com/products/gears-of-war-the-card-game,Sí
Get Bit! (Pre-Order),$19.95,$16.95,https://gamersguildaz.com/products/get-bit-pre-order,Sí
Get On Board: Paris & Roma,$29.99,$23.47,https://gamersguildaz.com/products/get-on-board-paris-and-roma,Sí
Get With It Halloween Expansion - Get Spooky With It,,$12.99,https://gamersguildaz.com/products/get-with-it-halloween-expansion,Sí
Get With It Refill Pack,,$19.99,https://gamersguildaz.com/products/get-with-it-refill-pack,Sí
Ghost Court,,$25.00,https://gamersguildaz.com/products/ghost-court,Sí
Ghosts Love Candy Too,$29.99,$25.50,https://gamersguildaz.com/products/ghosts-love-candy-too,Sí
Ghosts of Christmas,$20.00,$16.00,https://gamersguildaz.com/products/ghosts-of-christmas,Sí
Gift Of Tulips (Pre-Order),$19.99,$16.99,https://gamersguildaz.com/products/gift-of-tulips-pre-order,Sí
Giga-Robo!,$115.00,$97.75,https://gamersguildaz.com/products/giga-robo,Sí
Gimme That!,$14.99,$9.99,https://gamersguildaz.com/products/gimme-that,Sí
Girl Code - Base Pack,$24.99,$21.24,https://gamersguildaz.com/products/girl-code-base-pack,Sí
Glass Road,$59.95,$49.96,https://gamersguildaz.com/products/glass-road,Sí
Globetrotting,$64.99,$51.99,https://gamersguildaz.com/products/globetrotting,Sí
Gloomhaven: Metal Coin Upgrade,$24.95,$21.21,https://gamersguildaz.com/products/gloomhaven-metal-coin-upgrade,Sí
Glorantha: The Gods War: Chaos Monsters,$39.99,$33.99,https://gamersguildaz.com/products/glorantha-the-gods-war-chaos-monsters,Sí
Glorantha: The Gods War: Special Orlanth,$24.99,$21.24,https://gamersguildaz.com/products/glorantha-the-gods-war-special-orlanth,Sí
Gnoming A Round,,$16.99,https://gamersguildaz.com/products/gnoming-a-round,Sí
Goblin Vaults,$24.95,$21.21,https://gamersguildaz.com/products/goblin-vaults,Sí
Godsforge (Second Edition),$39.95,$33.96,https://gamersguildaz.com/products/godsforge-second-edition,Sí
Godsforge: Return of the Dragon Gods,$19.95,$16.96,https://gamersguildaz.com/products/godsforge-return-of-the-dragon-gods,Sí
Godsforge: Twilight of the Great Houses,$19.95,$16.96,https://gamersguildaz.com/products/godsforge-twilight-of-the-great-houses,Sí
Godtear: Lorsann The Autumnal Wind,$32.95,$28.00,https://gamersguildaz.com/products/godtear-lorsann-the-autumnal-wind,Sí
Godtear: The Borderlands Starter Set,$54.95,$46.70,https://gamersguildaz.com/products/godtear-the-borderlands-starter-set,Sí
Golem,$79.99,$69.96,https://gamersguildaz.com/products/golem,Sí
Gonza Index,$39.00,$33.15,https://gamersguildaz.com/products/gonza-index,Sí
Good Omens – An Ineffable Game,$25.00,$21.25,https://gamersguildaz.com/products/good-omens-an-ineffable-game,Sí
Goodcritters,$25.00,$17.96,https://gamersguildaz.com/products/goodcritters,Sí
Gorilla Marketing,$35.00,$29.75,https://gamersguildaz.com/products/gorilla-marketing,Sí
Gorinto,$40.00,$34.00,https://gamersguildaz.com/products/gorinto,Sí
Goryo,$34.99,$21.35,https://gamersguildaz.com/products/goryo,Sí
GOSU X,,$34.99,https://gamersguildaz.com/products/gosu-x,Sí
Grackles,$39.95,$33.96,https://gamersguildaz.com/products/grackles,Sí
Grail Cup,$24.99,$19.99,https://gamersguildaz.com/products/grail-cup,Sí
Grand Austria Hotel,,$64.99,https://gamersguildaz.com/products/grand-austria-hotel,Sí
Grand Austria Hotel - High Season,$32.99,$26.39,https://gamersguildaz.com/products/grand-austria-hotel-high-season,Sí
Gravwell 2nd Edition,$45.00,$38.25,https://gamersguildaz.com/products/gravwell-2nd-edition,Sí
Great Plains,$29.99,$25.44,https://gamersguildaz.com/products/great-plains,Sí
Great Wall (Miniatures Version),$149.00,$119.20,https://gamersguildaz.com/products/great-wall-miniatures-version,Sí
Great Wall - Ancient Beasts,$35.00,$31.92,https://gamersguildaz.com/products/great-wall-ancient-beasts,Sí
Great Wall - Black Powder Expansion,$65.00,$58.92,https://gamersguildaz.com/products/great-wall-black-powder-expansion,Sí
Great Wall - Iron Dragon Blister,$39.00,$34.92,https://gamersguildaz.com/products/great-wall-iron-dragon-blister,Sí
Great Wall - Stretch Goals,$75.00,$71.97,https://gamersguildaz.com/products/great-wall-stretch-goals,Sí
Great Western Trail,$69.99,$59.99,https://gamersguildaz.com/products/great-western-trail-1,Sí
Great Western Trail: Argentina,$69.99,$55.99,https://gamersguildaz.com/products/great-western-trail-argentina,Sí
Great Western Trail: New Zealand,$69.99,$55.99,https://gamersguildaz.com/products/great-western-trail-new-zealand,Sí
Great Western Trail: Rails to the North (Second Edition),$39.99,$31.99,https://gamersguildaz.com/products/great-western-trail-rails-to-the-north,Sí
Greed Incorporated (Pre-Order),$110.00,$93.50,https://gamersguildaz.com/products/greed-incorporated-pre-order,Sí
Greedquest,$29.95,$25.46,https://gamersguildaz.com/products/greedquest,Sí
Grifters: Nexus,$24.99,$21.25,https://gamersguildaz.com/products/grifters-nexus,Sí
Groo: The Game,$29.95,$25.46,https://gamersguildaz.com/products/groo-the-game,Sí
Gruff,$25.00,$21.25,https://gamersguildaz.com/products/gruff,Sí
Guardian's Call,$30.00,$25.50,https://gamersguildaz.com/products/guardians-call,Sí
Guess the Link!,$11.00,$9.35,https://gamersguildaz.com/products/guess-the-link,Sí
Guild Academies Of Valeria,$60.00,$59.15,https://gamersguildaz.com/products/guild-academies-of-valeria,Sí
Guild Master,$49.99,$42.50,https://gamersguildaz.com/products/guild-master,Sí
GULP: The Trivia Drinking Game,,$19.91,https://gamersguildaz.com/products/gulp-the-trivia-drinking-game,Sí
Guns or Treasure,$19.99,$16.99,https://gamersguildaz.com/products/guns-or-treasure,Sí
Guns or Treasure: Parrots and Monkeys Expansion,$9.99,$8.49,https://gamersguildaz.com/products/guns-or-treasure-parrots-and-monkeys-expansion,Sí
Gutenberg,$70.00,$53.38,https://gamersguildaz.com/products/gutenberg,Sí
GWAR vs Time,$60.00,$42.90,https://gamersguildaz.com/products/gwar-vs-time,Sí
Habitats,$40.00,$32.00,https://gamersguildaz.com/products/habitats,Sí
Hafid's Grand Bazaar,$34.99,$29.75,https://gamersguildaz.com/products/hafids-grand-bazaar,Sí
Hair of the Dog,$50.00,$42.50,https://gamersguildaz.com/products/hair-of-the-dog,Sí
Hallertau,$92.99,$64.97,https://gamersguildaz.com/products/hallertau-lookout-games,Sí
Hamlet: The Village Building Game,$49.99,$42.49,https://gamersguildaz.com/products/hamlet-the-village-building-game,Sí
Hanamikoji,$19.99,$15.99,https://gamersguildaz.com/products/hanamikoji,Sí
Hand-to-Hand Wombat,,$25.99,https://gamersguildaz.com/products/hand-to-hand-wombat,Sí
Happy Bee,$21.99,$17.59,https://gamersguildaz.com/products/happy-bee,Sí
Harrow County: The Game of Gothic Conflict,$65.00,$55.25,https://gamersguildaz.com/products/harrow-county-the-game-of-gothic-conflict,Sí
Hats,$25.00,$20.00,https://gamersguildaz.com/products/hats,Sí
Haunt the House,$35.00,$31.50,https://gamersguildaz.com/products/haunt-the-house,Sí
Havalandi,$39.95,$33.96,https://gamersguildaz.com/products/havalandi,Sí
Hegemony: Lead Your Class To Victory,$94.99,$80.75,https://gamersguildaz.com/products/hegemony-lead-your-class-to-victory-pre-order,Sí
Heiki Strike Alternative (Pre-Order),$39.95,$33.96,https://gamersguildaz.com/products/heiki-strike-alternative-pre-order,Sí
Hello Neighbor: The Secret Neighbor Party Game,$20.00,$15.96,https://gamersguildaz.com/products/hello-neighbor-the-secret-neighbor-party-game,Sí
Hellton Palace,$24.99,$21.24,https://gamersguildaz.com/products/hellton-palace,Sí
Here to Slay,$25.00,$17.60,https://gamersguildaz.com/products/here-to-slay,Sí
Here to Slay: Berserkers & Necromancers,,$11.92,https://gamersguildaz.com/products/here-to-slay-berserker-and-necromancer-expansion,Sí
Hero Realms Journeys: Conquest,,$4.26,https://gamersguildaz.com/products/hero-realms-journeys-conquest,Sí
Hero Realms Journeys: Discovery,$6.00,$4.46,https://gamersguildaz.com/products/hero-realms-journeys-discovery,Sí
Hero Realms Journeys: Hunters,$6.00,$4.96,https://gamersguildaz.com/products/hero-realms-journeys-hunters,Sí
Hero Realms Journeys: Travelers,,$4.26,https://gamersguildaz.com/products/hero-realms-journeys-travelers,Sí
